stage,method,metric,value
resource_managers,pf,mean_throughput_bits_per_batch,48838.8651758967
resource_managers,pf,mean_energy_joules_per_batch,0.00018645100000000045
resource_managers,pf,mean_avg_power_w,0.000200238059346664
resource_managers,pf,mean_runtime_sec,123.02687041935391
resource_managers,pf,mean_bit_errors,30343.548387096773
resource_managers,pf,mean_total_bits,6137657.806451613
resource_managers,pf,mean_block_errors,136.67741935483872
resource_managers,pf,mean_total_blocks,3995.8709677419356
resource_managers,pf,mean_num_batches,124.87096774193549
resource_managers,wmmse,mean_ber,0.005895552080753295
resource_managers,wmmse,mean_ber_upper_confidence,0.005927667467633152
resource_managers,wmmse,mean_latency_ms,931.4172189937187
resource_managers,wmmse,mean_throughput_bits_per_batch,48862.22182412681
resource_managers,wmmse,mean_energy_joules_per_batch,0.00018645100000000045
resource_managers,wmmse,mean_avg_power_w,0.00020019668853219603
resource_managers,wmmse,mean_runtime_sec,123.41940254194337
resource_managers,wmmse,mean_bit_errors,29041.774193548386
resource_managers,wmmse,mean_total_bits,6155098.838709678
resource_managers,wmmse,mean_block_errors,133.09677419354838
resource_managers,wmmse,mean_total_blocks,4007.2258064516127
resource_managers,wmmse,mean_num_batches,125.2258064516129
resource_managers,queue_aware,mean_ber,0.006494536795817887
resource_managers,queue_aware,mean_ber_upper_confidence,0.006528337160736917
resource_managers,queue_aware,mean_latency_ms,931.0245605035033
resource_managers,queue_aware,mean_throughput_bits_per_batch,48832.78052741196
resource_managers,queue_aware,mean_energy_joules_per_batch,0.00018645100000000045
resource_managers,queue_aware,mean_avg_power_w,0.00020028336383670295
resource_managers,queue_aware,mean_runtime_sec,123.15217127419295
resource_managers,queue_aware,mean_bit_errors,31136.451612903227
resource_managers,queue_aware,mean_total_bits,6142414.451612903
resource_managers,queue_aware,mean_block_errors,139.38709677419354
resource_managers,queue_aware,mean_total_blocks,3998.967741935484
resource_managers,queue_aware,mean_num_batches,124.96774193548387
resource_managers,drl,mean_ber,0.006274940007618821
resource_managers,drl,mean_ber_upper_confidence,0.006308155379390581
resource_managers,drl,mean_latency_ms,931.0544045747233
resource_managers,drl,mean_throughput_bits_per_batch,48843.574148745516
resource_managers,drl,mean_energy_joules_per_batch,0.00018645100000000045
resource_managers,drl,mean_avg_power_w,0.0002002771013564045
resource_managers,drl,mean_runtime_sec,125.8344697999928
resource_managers,drl,mean_bit_errors,30141.645161290322
resource_managers,drl,mean_total_bits,6137657.806451613
resource_managers,drl,mean_block_errors,139.25806451612902
resource_managers,drl,mean_total_blocks,3995.8709677419356
resource_managers,drl,mean_num_batches,124.87096774193549
resource_managers,static,runtime_total_sec,3337.861862700265
resource_managers,round_robin,runtime_total_sec,3805.4415875999184
resource_managers,max_throughput,runtime_total_sec,3838.8030940991594
resource_managers,pf,runtime_total_sec,3813.832982999971
resource_managers,wmmse,runtime_total_sec,3826.0014788002445
resource_managers,queue_aware,runtime_total_sec,3817.7173094999816
resource_managers,drl,runtime_total_sec,3900.868563799777
