Method,Metric,EbNo_-5.0dB,EbNo_-4.5dB,EbNo_-4.0dB,EbNo_-3.5dB,EbNo_-3.0dB,EbNo_-2.5dB,EbNo_-2.0dB,EbNo_-1.5dB,EbNo_-1.0dB,EbNo_-0.5dB,EbNo_0.0dB,EbNo_0.5dB,EbNo_1.0dB,EbNo_1.5dB,EbNo_2.0dB,EbNo_2.5dB,EbNo_3.0dB,EbNo_3.5dB,EbNo_4.0dB,EbNo_4.5dB,EbNo_5.0dB,EbNo_5.5dB,EbNo_6.0dB,EbNo_6.5dB,EbNo_7.0dB,EbNo_7.5dB,EbNo_8.0dB,EbNo_8.5dB,EbNo_9.0dB,EbNo_9.5dB,EbNo_10.0dB
dft,ber_upper_confidence,0.24658093964981287,0.22896162246872684,0.20257709554799463,0.16120218248590765,0.1272630166292477,0.08670294347929186,0.05896045105731214,0.03366746666782036,0.022695152949133025,0.014686246905113479,0.010095998035625,0.005240421695950354,0.004388285695926701,0.003687392756785218,0.0017827422202854827,0.0010855772968320883,0.0007116029834982999,7.618541141647314e-06,7.618541141647314e-06,0.00021610970926516288,7.618541141647314e-06,0.0002468122795227588,7.618541141647314e-06,7.618541141647314e-06,1.4236249158054562e-05,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06
dft,throughput,74175.25,75904.5,78493.5,82552.0,85870.4,89840.0,92548.44444444444,95019.21428571429,96090.15,96871.25,97319.29545454546,97793.5,97876.875,97945.421875,98131.46875,98199.40625,98235.765625,98304.0,98304.0,98283.703125,98304.0,98280.75,98304.0,98304.0,98302.84375,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0
dft,latency,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333335,0.0005395833333333334,0.0005395833333333332,0.0005395833333333331,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334
dft,bit_errors,96515,89598,79242,63008,62168,50784,51800,45987,44277,45848,43327,32672,27336,22949,11042,6694,4367,0,0,1299,0,1488,0,0,74,0,0,0,0,0,0
dft,total_bits,393216,393216,393216,393216,491520,589824,884736,1376256,1966080,3145728,4325376,6291456,6291456,6291456,6291456,6291456,6291456,393216,393216,6291456,393216,6291456,393216,393216,6291456,393216,393216,393216,393216,393216,393216
dft,block_errors,256,256,253,233,246,212,226,208,201,205,200,156,118,96,50,32,20,0,0,5,0,5,0,0,1,0,0,0,0,0,0
dft,total_blocks,256,256,256,256,320,384,576,896,1280,2048,2816,4096,4096,4096,4096,4096,4096,256,256,4096,256,4096,256,256,4096,256,256,256,256,256,256
dft,num_batches,4,4,4,4,5,6,9,14,20,32,44,64,64,64,64,64,64,4,4,64,4,64,4,4,64,4,4,4,4,4,4
lmmse,ber,0.15719095865885416,0.1295903523763021,0.08281453450520833,0.062146504720052086,0.043848211115056816,0.033184959774925596,0.018469769021739132,0.012940686158459596,0.009806093962296196,0.006174564361572266,0.0038663546244303384,0.002930323282877604,0.0019329388936360676,0.0011286735534667969,3.814697265625e-06,0.0009217262268066406,0.0011882781982421875,3.814697265625e-06,0.0006666183471679688,0.00045935312906901043,0.0,0.00043280919392903644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lmmse,ber_upper_confidence,0.15814806780840368,0.1304738690619916,0.08340671607005203,0.06259580088952757,0.044173234428405386,0.033437021273109366,0.01861763187721002,0.013044306260073042,0.009882608133469946,0.0062261471897135994,0.0039072654288058286,0.0029659840819656292,0.001961957060384794,0.0011509077723160781,9.545094187417805e-06,0.000941841969874504,0.0012110856073702892,9.545094187417805e-06,0.0006837600918498361,0.00047362117038995575,7.618541141647314e-06,0.0004466654480789468,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06
lmmse,throughput,82851.5,85564.75,90163.0,92194.75,93993.54545454546,95041.78571428571,96488.34782608696,97031.87878787878,97340.02173913043,97697.015625,97923.921875,98015.9375,98113.984375,98193.046875,98303.625,98213.390625,98187.1875,98303.625,98238.46875,98258.84375,98304.0,98261.453125,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0
lmmse,latency,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333335,0.0005395833333333335,0.0005395833333333333,0.0005395833333333332,0.0005395833333333331,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334
lmmse,bit_errors,61810,50957,48846,48874,47415,45671,41760,41980,44343,38847,24325,18436,12161,7101,3,5799,7476,3,4194,2890,0,2723,0,0,0,0,0,0,0,0,0
lmmse,total_bits,393216,393216,589824,786432,1081344,1376256,2260992,3244032,4521984,6291456,6291456,6291456,6291456,6291456,786432,6291456,6291456,786432,6291456,6291456,393216,6291456,393216,393216,393216,393216,393216,393216,393216,393216,393216
lmmse,block_errors,226,200,213,219,216,208,201,200,204,181,102,75,45,35,1,23,26,1,11,7,0,9,0,0,0,0,0,0,0,0,0
lmmse,total_blocks,256,256,384,512,704,896,1472,2112,2944,4096,4096,4096,4096,4096,512,4096,4096,512,4096,4096,256,4096,256,256,256,256,256,256,256,256,256
lmmse,num_batches,4,4,6,8,11,14,23,33,46,64,64,64,64,64,8,64,64,8,64,64,4,64,4,4,4,4,4,4,4,4,4
pso,ber,0.22742716471354166,0.21485137939453125,0.1873041788736979,0.152508544921875,0.14567057291666666,0.13434651692708333,0.1109280056423611,0.10064697265625,0.09388224283854167,0.07614339192708333,0.0704071044921875,0.07206217447916667,0.06935017903645833,0.06675951408617424,0.0788421630859375,0.055363246372767856,0.06457689073350695,0.06715816921657985,0.06172532301682692,0.05344373914930556,0.06264711037660256,0.0514227549235026,0.06319407927684295,0.054839409722222225,0.05524635314941406,0.0661434597439236,0.058051215277777776,0.05234464009602865,0.05968424479166667,0.05039532979329427,0.06373165815304487
pso,ber_upper_confidence,0.22852855649635748,0.2159306890926519,0.1883297385466039,0.153353930947011,0.14650018958210395,0.1351486256078676,0.11160238842264505,0.10124510915166207,0.09442462025147719,0.07658456688872185,0.07083270833689048,0.07249235080274705,0.0697728275385884,0.06715541863925091,0.07929040588019784,0.05568476366304435,0.06495010510670463,0.06753821976483254,0.06207641185115116,0.05374922088121618,0.06300062882110397,0.051713192094730596,0.0635490291030276,0.055148613708812744,0.0555467540602567,0.06652084264842172,0.05836877597805955,0.052637518578169104,0.06000594825524857,0.050683015655576785,0.06408800742550538
pso,throughput,75947.0,77183.25,79891.25,83311.8,83984.0,85097.2,87399.33333333333,88410.0,89075.0,90818.8,91382.7,91220.0,91486.6,91741.27272727272,90553.5,92861.57142857143,91955.83333333333,91702.08333333333,92236.15384615384,93050.26666666666,92145.53846153847,93248.9375,92091.76923076923,92913.06666666667,92873.0625,91801.83333333333,92597.33333333333,93158.3125,92436.8,93349.9375,92038.92307692308
pso,latency,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335,0.0005395833333333335
pso,bit_errors,89428,84483,73651,74961,71600,66034,65428,69258,73832,74852,69213,70840,68174,72190,77505,76194,76178,79223,78882,78806,80060,80881,80759,80864,86895,78026,85600,82331,88008,79265,81446
pso,total_bits,393216,393216,393216,491520,491520,491520,589824,688128,786432,983040,983040,983040,983040,1081344,983040,1376256,1179648,1179648,1277952,1474560,1277952,1572864,1277952,1474560,1572864,1179648,1474560,1572864,1474560,1572864,1277952
pso,block_errors,255,249,222,237,219,204,202,202,218,219,205,210,203,204,202,212,202,208,201,205,200,204,204,213,207,200,204,202,208,206,208
pso,total_blocks,256,256,256,320,320,320,384,448,512,640,640,640,640,704,640,896,768,768,832,960,832,1024,832,960,1024,768,960,1024,960,1024,832
pso,num_batches,4,4,4,5,5,5,6,7,8,10,10,10,10,11,10,14,12,12,13,15,13,16,13,15,16,12,15,16,15,16,13
perfect,ber,0.031101481119791666,0.018205829695159315,0.009592363911290322,0.00420681635538737,0.0026601155598958335,0.0011811256408691406,0.0006095568339029948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perfect,ber_upper_confidence,0.03139076010262428,0.018376722451075543,0.009684640028933976,0.004249473769366433,0.0026941072932511628,0.0012038650409657483,0.0006259585195731652,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06,7.618541141647314e-06
perfect,throughput,95246.6,96514.29411764706,97361.03225806452,97890.453125,98042.5,98187.890625,98244.078125,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0,98304.0
perfect,latency,0.0005395833333333335,0.0005395833333333335,0.0005395833333333332,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334,0.0005395833333333334
perfect,bit_errors,30574,30425,29232,26467,16736,7431,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfect,total_bits,983040,1671168,3047424,6291456,6291456,6291456,6291456,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216
perfect,block_errors,200,202,207,192,117,65,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfect,total_blocks,640,1088,1984,4096,4096,4096,4096,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
perfect,num_batches,10,17,31,64,64,64,64,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
