result_type,channel,method,source_type,ebno_db,ber,ber_upper_confidence,throughput_bits_per_batch,fit_basis,anchor_stage_json,notes
synthetic_simulation_anchored_not_real_measurement,Rayleigh,round_robin,baseline,8.000,4.23119953e-07,4.89811280e-07,61439.818025,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,round_robin,baseline,10.000,1.35468305e-07,1.73394467e-07,61439.941738,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,round_robin,baseline,12.000,5.03748437e-08,7.97916598e-08,61439.978335,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,round_robin,baseline,14.000,2.52023925e-08,5.21019634e-08,61439.989161,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,round_robin,baseline,16.000,1.77558473e-08,4.39107637e-08,61439.992364,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,round_robin,baseline,18.000,1.55530012e-08,4.14876330e-08,61439.993311,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,round_robin,baseline,20.000,1.49013526e-08,4.07708195e-08,61439.993591,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,0.000,5.08162227e-05,5.59222242e-05,61418.144959,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,2.000,1.50428173e-05,1.65714784e-05,61433.530385,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,4.000,4.46028499e-06,4.93069282e-06,61438.081721,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,6.000,1.32974738e-06,1.48710145e-06,61439.428102,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,8.000,4.03667936e-07,4.68414061e-07,61439.826390,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,10.000,1.29713985e-07,1.67064715e-07,61439.944213,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,12.000,4.86725940e-08,7.79191850e-08,61439.979067,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,14.000,2.46988309e-08,5.15480456e-08,61439.989378,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,16.000,1.76068831e-08,4.37469030e-08,61439.992428,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,18.000,1.55089344e-08,4.14391595e-08,61439.993330,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,max_throughput,baseline,20.000,1.48883167e-08,4.07564800e-08,61439.993597,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,0.000,5.33563024e-05,5.87163120e-05,61417.052521,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,2.000,1.57942268e-05,1.73980288e-05,61433.207219,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,4.000,4.68256786e-06,5.17520398e-06,61437.986121,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,6.000,1.39550337e-06,1.55943304e-06,61439.399822,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,8.000,4.23119953e-07,4.89811280e-07,61439.818025,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,10.000,1.35468305e-07,1.73394467e-07,61439.941738,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,12.000,5.03748437e-08,7.97916598e-08,61439.978335,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,14.000,2.52023925e-08,5.21019634e-08,61439.989161,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,16.000,1.77558473e-08,4.39107637e-08,61439.992364,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,18.000,1.55530012e-08,4.14876330e-08,61439.993311,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,pf,baseline,20.000,1.49013526e-08,4.07708195e-08,61439.993591,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,0.000,5.08162227e-05,5.59222242e-05,61418.144959,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,2.000,1.50428173e-05,1.65714784e-05,61433.530385,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,4.000,4.46028499e-06,4.93069282e-06,61438.081721,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,6.000,1.32974738e-06,1.48710145e-06,61439.428102,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,8.000,4.03667936e-07,4.68414061e-07,61439.826390,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,10.000,1.29713985e-07,1.67064715e-07,61439.944213,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,12.000,4.86725940e-08,7.79191850e-08,61439.979067,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,14.000,2.46988309e-08,5.15480456e-08,61439.989378,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,16.000,1.76068831e-08,4.37469030e-08,61439.992428,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,18.000,1.55089344e-08,4.14391595e-08,61439.993330,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,wmmse,baseline,20.000,1.48883167e-08,4.07564800e-08,61439.993597,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,0.000,5.08162227e-05,5.59222242e-05,61418.144959,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,2.000,1.41549117e-05,1.55947822e-05,61433.912256,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,4.000,3.95048108e-06,4.36990852e-06,61438.300977,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,6.000,1.11014608e-06,1.24554002e-06,61439.522548,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,8.000,3.19557840e-07,3.75892955e-07,61439.862565,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,10.000,9.95028915e-08,1.33832512e-07,61439.957206,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,12.000,3.82520688e-08,6.64566073e-08,61439.983549,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,14.000,2.12033121e-08,4.77029750e-08,61439.990881,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,16.000,1.64579047e-08,4.24830269e-08,61439.992922,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,18.000,1.51370524e-08,4.10300892e-08,61439.993490,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,queue_aware,baseline,20.000,1.47694019e-08,4.06256738e-08,61439.993648,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,0.000,4.67520950e-05,5.14516839e-05,61419.892859,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,2.000,1.25569177e-05,1.38369888e-05,61434.599521,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,4.000,3.38042917e-06,3.74285142e-06,61438.546145,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
